"survey_com_code_id";"survey_com_code_rank";"com_code";"com_code_grp";"survey_id"
29028;0;"AL00";"ALLERGY";6786
29029;0;"AL00";"ALLERGY";6787
29030;0;"AL00";"ALLERGY";6788
29031;0;"AL00";"ALLERGY";6789
29032;0;"AL00";"ALLERGY";6790
29033;0;"AL00";"ALLERGY";6791
29034;0;"AL00";"ALLERGY";6792
29035;0;"AL00";"ALLERGY";6793
29036;0;"AL00";"ALLERGY";6794
29037;0;"AL00";"ALLERGY";6795
29038;0;"AL00";"ALLERGY";6796
29039;0;"AL00";"ALLERGY";6797
29040;0;"AL00";"ALLERGY";6798
29041;0;"AL00";"ALLERGY";6799
29042;0;"AL00";"ALLERGY";6800
29043;0;"AL00";"ALLERGY";6801
29044;0;"AL00";"ALLERGY";6802
29045;0;"AL00";"ALLERGY";6803
29046;0;"AL00";"ALLERGY";6804
29047;0;"AL00";"ALLERGY";6805
29048;0;"AL00";"ALLERGY";6806
29049;0;"AL00";"ALLERGY";6807
29050;0;"AL00";"ALLERGY";6808
29051;0;"AL00";"ALLERGY";6809
29052;0;"AL00";"ALLERGY";6810
29053;0;"AL00";"ALLERGY";6811
29054;0;"AL00";"ALLERGY";6812
29055;0;"AL00";"ALLERGY";6813
29056;0;"AL00";"ALLERGY";6814
29057;0;"AL00";"ALLERGY";6815
29058;0;"AL00";"ALLERGY";6816
29059;0;"AL00";"ALLERGY";6817
29060;0;"AL00";"ALLERGY";6818
29061;0;"AL00";"ALLERGY";6819
29062;0;"AL00";"ALLERGY";6820
29063;0;"AL00";"ALLERGY";6821
29064;0;"AL00";"ALLERGY";6822
29065;0;"AL00";"ALLERGY";6823
29066;0;"AL00";"ALLERGY";6824
29067;0;"AL00";"ALLERGY";6825
29068;0;"AL00";"ALLERGY";6826
29069;0;"AL00";"ALLERGY";6827
29070;0;"AL00";"ALLERGY";6828
29071;0;"AL00";"ALLERGY";6829
29072;0;"AL00";"ALLERGY";6830
29073;0;"AL00";"ALLERGY";6831
29074;0;"AL00";"ALLERGY";6832
29075;0;"AL00";"ALLERGY";6833
29076;0;"AL00";"ALLERGY";6834
29077;0;"AL00";"ALLERGY";6835
29078;0;"AL00";"ALLERGY";6836
29079;0;"AL00";"ALLERGY";6837
29080;0;"AL00";"ALLERGY";6838
29081;0;"AL00";"ALLERGY";6839
29082;0;"AL00";"ALLERGY";6840
29083;0;"AL00";"ALLERGY";6841
29084;0;"AL00";"ALLERGY";6842
29085;0;"AL00";"ALLERGY";6843
29086;0;"AL00";"ALLERGY";6844
29087;0;"AL00";"ALLERGY";6845
29088;0;"AL00";"ALLERGY";6846
29089;0;"AL00";"ALLERGY";6847
29090;0;"AL00";"ALLERGY";6848
29091;0;"AL00";"ALLERGY";6849
29092;0;"AL00";"ALLERGY";6850
29093;0;"AL00";"ALLERGY";6851
29094;0;"AL00";"ALLERGY";6852
29095;0;"AL00";"ALLERGY";6853
29096;0;"AL00";"ALLERGY";6854
29097;0;"AL00";"ALLERGY";6855
29098;0;"AL00";"ALLERGY";6856
29099;0;"AL00";"ALLERGY";6857
29100;0;"AL00";"ALLERGY";6858
29101;0;"AL00";"ALLERGY";6859
29102;0;"AL00";"ALLERGY";6860
29103;0;"AL00";"ALLERGY";6861
29104;0;"AL00";"ALLERGY";6862
29105;0;"AL00";"ALLERGY";6863
29106;0;"AL00";"ALLERGY";6864
29107;0;"AL00";"ALLERGY";6865
29108;0;"AL00";"ALLERGY";6866
29109;0;"AL00";"ALLERGY";6867
29110;0;"AL00";"ALLERGY";6868
29111;0;"AL00";"ALLERGY";6869
29112;0;"AL00";"ALLERGY";6870
29113;0;"AL00";"ALLERGY";6871
29114;0;"AL00";"ALLERGY";6872
29115;0;"AL07";"ALLERGY";6873
29116;0;"AL00";"ALLERGY";6874
29117;0;"AL00";"ALLERGY";6875
29118;0;"AL00";"ALLERGY";6876
29119;0;"AL00";"ALLERGY";6877
29120;0;"AL00";"ALLERGY";6878
29121;0;"AL00";"ALLERGY";6879
29122;0;"AL00";"ALLERGY";6880
29123;0;"AL00";"ALLERGY";6881
29124;0;"AL00";"ALLERGY";6882
29125;0;"AL00";"ALLERGY";6883
29126;0;"AL00";"ALLERGY";6884
29127;0;"AL00";"ALLERGY";6885
29128;0;"AL00";"ALLERGY";6886
29129;0;"AL00";"ALLERGY";6887
29130;0;"AL00";"ALLERGY";6888
29131;0;"AL00";"ALLERGY";6889
29132;0;"AL00";"ALLERGY";6890
29133;0;"AL00";"ALLERGY";6891
29134;0;"AL00";"ALLERGY";6892
29135;0;"AL00";"ALLERGY";6893
29136;0;"AL00";"ALLERGY";6894
29137;0;"AL00";"ALLERGY";6895
29138;0;"AL00";"ALLERGY";6896
29139;0;"AL00";"ALLERGY";6897
29140;0;"AL00";"ALLERGY";6898
29141;0;"AL00";"ALLERGY";6899
29142;0;"AL00";"ALLERGY";6900
29143;0;"AL00";"ALLERGY";6901
29144;0;"AL00";"ALLERGY";6902
29145;0;"AL00";"ALLERGY";6903
29146;0;"AL00";"ALLERGY";6904
29147;0;"AL00";"ALLERGY";6905
29148;0;"AL00";"ALLERGY";6906
29149;0;"AL00";"ALLERGY";6907
29150;0;"AL00";"ALLERGY";6908
29151;0;"AL00";"ALLERGY";6909
29152;0;"AL00";"ALLERGY";6910
29153;0;"AL00";"ALLERGY";6911
29154;0;"AL00";"ALLERGY";6912
29155;0;"AL00";"ALLERGY";6913
29156;0;"AL03";"ALLERGY";6914
29157;0;"AL00";"ALLERGY";6915
29158;0;"AL00";"ALLERGY";6916
29159;0;"AL00";"ALLERGY";6917
29160;0;"AL00";"ALLERGY";6918
29161;0;"AL00";"ALLERGY";6919
29162;0;"AL00";"ALLERGY";6920
29163;0;"AL00";"ALLERGY";6921
29164;0;"AL00";"ALLERGY";6922
29165;0;"AL00";"ALLERGY";6923
29166;0;"AL00";"ALLERGY";6924
29167;0;"AL00";"ALLERGY";6925
29168;0;"AL00";"ALLERGY";6926
29169;0;"AL19";"ALLERGY";6927
29170;0;"AL00";"ALLERGY";6928
29171;0;"AL00";"ALLERGY";6929
29172;0;"AL00";"ALLERGY";6930
29173;0;"AL00";"ALLERGY";6931
29174;0;"AL00";"ALLERGY";6932
29175;0;"AL00";"ALLERGY";6933
29176;0;"AL00";"ALLERGY";6934
29177;0;"AL00";"ALLERGY";6935
29178;0;"AL00";"ALLERGY";6936
29179;0;"AL00";"ALLERGY";6937
29180;0;"AL00";"ALLERGY";6938
29181;0;"AL00";"ALLERGY";6939
29182;0;"AL00";"ALLERGY";6940
29183;0;"AL00";"ALLERGY";6941
29184;0;"AL00";"ALLERGY";6942
29185;0;"AL00";"ALLERGY";6943
29186;0;"AL00";"ALLERGY";6944
29187;0;"AL00";"ALLERGY";6945
29188;0;"AL00";"ALLERGY";6946
29189;0;"AL00";"ALLERGY";6947
29190;0;"AL00";"ALLERGY";6948
29191;0;"AL00";"ALLERGY";6949
29192;0;"AL00";"ALLERGY";6950
29193;0;"AL00";"ALLERGY";6951
29194;0;"AL00";"ALLERGY";6952
29195;0;"AL00";"ALLERGY";6953
29196;0;"AL00";"ALLERGY";6954
29197;0;"AL00";"ALLERGY";6955
29198;0;"AL00";"ALLERGY";6956
29199;0;"AL00";"ALLERGY";6957
29200;0;"AL00";"ALLERGY";6958
29201;0;"AL00";"ALLERGY";6959
29202;0;"AL00";"ALLERGY";6960
29203;0;"AL00";"ALLERGY";6961
29204;0;"AL00";"ALLERGY";6962
29205;0;"AL00";"ALLERGY";6963
29206;0;"AL00";"ALLERGY";6964
29207;0;"AL00";"ALLERGY";6965
29208;0;"AL00";"ALLERGY";6966
29209;0;"AL00";"ALLERGY";6967
29210;0;"AL00";"ALLERGY";6968
29211;0;"AL00";"ALLERGY";6969
29212;0;"AL00";"ALLERGY";6970
29213;0;"AL00";"ALLERGY";6971
29214;0;"AL00";"ALLERGY";6972
29215;0;"AL00";"ALLERGY";6973
29216;0;"AL00";"ALLERGY";6974
29217;0;"AL00";"ALLERGY";6975
29218;0;"AL00";"ALLERGY";6976
29219;0;"AL00";"ALLERGY";6977
29220;0;"AL00";"ALLERGY";6978
29221;0;"AL07";"ALLERGY";6979
29222;0;"AL00";"ALLERGY";6980
29223;0;"AL00";"ALLERGY";6981
29224;0;"AL00";"ALLERGY";6982
29225;0;"AL00";"ALLERGY";6983
29226;0;"AL00";"ALLERGY";6984
29227;0;"AL00";"ALLERGY";6985
29228;0;"AL00";"ALLERGY";6986
29229;0;"AL00";"ALLERGY";6987
29230;0;"AL01";"ALLERGY";6988
29231;0;"AL00";"ALLERGY";6989
29232;0;"AL00";"ALLERGY";6990
29233;0;"AL00";"ALLERGY";6991
29234;0;"AL00";"ALLERGY";6992
29235;0;"AL00";"ALLERGY";6993
29236;0;"AL00";"ALLERGY";6994
29237;0;"AL00";"ALLERGY";6995
29238;0;"AL00";"ALLERGY";6996
29239;0;"AL00";"ALLERGY";6997
29240;0;"AL00";"ALLERGY";6998
29241;0;"AL00";"ALLERGY";6999
29242;0;"AL00";"ALLERGY";7000
29243;0;"AL00";"ALLERGY";7001
29244;0;"AL00";"ALLERGY";7002
29245;0;"AL00";"ALLERGY";7003
29246;0;"AL00";"ALLERGY";7004
29247;0;"AL00";"ALLERGY";7005
29248;0;"AL00";"ALLERGY";7006
29249;0;"AL00";"ALLERGY";7007
29250;0;"AL00";"ALLERGY";7008
29251;0;"AL00";"ALLERGY";7009
29252;0;"AL00";"ALLERGY";7010
29253;0;"AL16";"ALLERGY";7011
29254;0;"AL00";"ALLERGY";7012
29255;0;"AL00";"ALLERGY";7013
29256;0;"AL00";"ALLERGY";7014
29257;0;"AL00";"ALLERGY";7015
29258;0;"AL00";"ALLERGY";7016
29259;0;"AL00";"ALLERGY";7017
29260;0;"AL00";"ALLERGY";7018
29261;0;"AL00";"ALLERGY";7019
29262;0;"AL00";"ALLERGY";7020
29263;0;"AL00";"ALLERGY";7021
29264;0;"AL00";"ALLERGY";7022
29265;0;"AL00";"ALLERGY";7023
29266;0;"AL00";"ALLERGY";7024
29267;0;"AL00";"ALLERGY";7025
29268;0;"AL00";"ALLERGY";7026
29269;0;"AL00";"ALLERGY";7027
29270;0;"AL00";"ALLERGY";7028
29271;0;"AL00";"ALLERGY";7029
29272;0;"AL00";"ALLERGY";7030
29273;0;"AL00";"ALLERGY";7031
29274;0;"AL00";"ALLERGY";7032
29275;0;"AL00";"ALLERGY";7033
29276;0;"AL00";"ALLERGY";7034
29277;0;"AL00";"ALLERGY";7035
29278;0;"AL00";"ALLERGY";7036
29279;0;"AL00";"ALLERGY";7037
29280;0;"AL00";"ALLERGY";7038
29281;0;"AL00";"ALLERGY";7039
29282;0;"AL00";"ALLERGY";7040
29283;0;"AL00";"ALLERGY";7041
29284;0;"AL00";"ALLERGY";7042
29285;0;"AL00";"ALLERGY";7043
29286;0;"AL00";"ALLERGY";7044
29287;0;"AL00";"ALLERGY";7045
29288;0;"AL00";"ALLERGY";7046
29289;0;"AL00";"ALLERGY";7047
29290;0;"AL00";"ALLERGY";7048
29291;0;"AL00";"ALLERGY";7049
29292;0;"AL00";"ALLERGY";7050
29293;0;"AL00";"ALLERGY";7051
29294;0;"AL00";"ALLERGY";7052
29295;0;"AL00";"ALLERGY";7053
29296;0;"AL00";"ALLERGY";7054
29297;0;"AL00";"ALLERGY";7055
29298;0;"AL00";"ALLERGY";7056
29299;0;"AL00";"ALLERGY";7057
29300;0;"AL00";"ALLERGY";7058
29301;0;"AL00";"ALLERGY";7059
29302;0;"AL08";"ALLERGY";7060
29303;0;"AL00";"ALLERGY";7061
29304;0;"AL00";"ALLERGY";7062
29305;0;"AL00";"ALLERGY";7063
29306;0;"AL00";"ALLERGY";7064
29307;0;"AL00";"ALLERGY";7065
29308;0;"AL00";"ALLERGY";7066
29309;0;"AL00";"ALLERGY";7067
29310;0;"AL00";"ALLERGY";7068
29311;0;"AL14";"ALLERGY";7069
29312;0;"AL00";"ALLERGY";7070
29313;0;"AL00";"ALLERGY";7071
29314;0;"AL00";"ALLERGY";7072
29315;0;"AL00";"ALLERGY";7073
29316;0;"AL00";"ALLERGY";7074
29317;0;"AL00";"ALLERGY";7075
29318;0;"AL00";"ALLERGY";7076
29319;0;"AL00";"ALLERGY";7077
29320;0;"AL00";"ALLERGY";7078
29321;0;"AL00";"ALLERGY";7079
29322;0;"AL00";"ALLERGY";7080
29323;0;"AL00";"ALLERGY";7081
29324;0;"AL00";"ALLERGY";7082
29325;0;"AL00";"ALLERGY";7083
29326;0;"AL00";"ALLERGY";7084
29327;0;"AL00";"ALLERGY";7085
29328;0;"AL00";"ALLERGY";7086
29329;0;"AL00";"ALLERGY";7087
29330;0;"AL02";"ALLERGY";7088
29331;0;"AL00";"ALLERGY";7089
29332;0;"AL00";"ALLERGY";7090
29333;0;"AL00";"ALLERGY";7091
29334;0;"AL00";"ALLERGY";7092
29335;0;"AL20";"ALLERGY";7093
29336;0;"AL00";"ALLERGY";7094
29337;0;"AL00";"ALLERGY";7095
29338;0;"AL00";"ALLERGY";7096
29339;0;"AL00";"ALLERGY";7097
29340;0;"AL00";"ALLERGY";7098
29341;0;"AL00";"ALLERGY";7099
29342;0;"AL00";"ALLERGY";7100
29343;0;"AL00";"ALLERGY";7101
29344;0;"AL00";"ALLERGY";7102
29345;0;"AL00";"ALLERGY";7103
29346;0;"AL00";"ALLERGY";7104
29347;0;"AL00";"ALLERGY";7105
29348;0;"AL00";"ALLERGY";7106
29349;0;"AL00";"ALLERGY";7107
29350;0;"AL00";"ALLERGY";7108
29351;0;"AL00";"ALLERGY";7109
29352;0;"AL00";"ALLERGY";7110
29353;0;"AL00";"ALLERGY";7111
29354;0;"AL07";"ALLERGY";7112
29355;0;"AL00";"ALLERGY";7113
29356;0;"AL00";"ALLERGY";7114
29357;0;"AL00";"ALLERGY";7115
29358;0;"AL00";"ALLERGY";7116
29359;0;"AL00";"ALLERGY";7117
29360;0;"AL00";"ALLERGY";7118
29361;0;"AL00";"ALLERGY";7119
29362;0;"AL00";"ALLERGY";7120
29363;0;"AL00";"ALLERGY";7121
29364;0;"AL00";"ALLERGY";7122
29365;0;"AL00";"ALLERGY";7123
29366;0;"AL00";"ALLERGY";7124
29367;0;"AL00";"ALLERGY";7125
29368;0;"AL00";"ALLERGY";7126
29369;0;"AL00";"ALLERGY";7127
29370;0;"AL00";"ALLERGY";7128
29371;0;"AL00";"ALLERGY";7129
29372;0;"AL00";"ALLERGY";7130
29373;0;"AL00";"ALLERGY";7131
29374;0;"AL00";"ALLERGY";7132
29375;0;"AL00";"ALLERGY";7133
29376;0;"AL00";"ALLERGY";7134
29377;0;"AL00";"ALLERGY";7135
29378;0;"AL00";"ALLERGY";7136
29379;0;"AL00";"ALLERGY";7137
29380;0;"AL00";"ALLERGY";7138
29381;0;"AL00";"ALLERGY";7139
29382;0;"AL00";"ALLERGY";7140
29383;0;"AL00";"ALLERGY";7141
29384;0;"AL00";"ALLERGY";7142
29385;0;"AL00";"ALLERGY";7143
29386;0;"AL00";"ALLERGY";7144
29387;0;"AL00";"ALLERGY";7145
29388;0;"AL00";"ALLERGY";7146
29389;0;"AL00";"ALLERGY";7147
29390;0;"AL00";"ALLERGY";7148
29391;0;"AL00";"ALLERGY";7149
29392;0;"AL00";"ALLERGY";7150
29393;0;"AL00";"ALLERGY";7151
29394;0;"AL00";"ALLERGY";7152
29395;0;"AL00";"ALLERGY";7153
29396;0;"AL00";"ALLERGY";7154
29397;0;"AL00";"ALLERGY";7155
29398;0;"AL00";"ALLERGY";7156
29399;0;"AL00";"ALLERGY";7157
29400;0;"AL00";"ALLERGY";7158
29401;0;"AL00";"ALLERGY";7159
29402;0;"AL00";"ALLERGY";7160
29403;0;"AL00";"ALLERGY";7161
29404;0;"AL00";"ALLERGY";7162
29405;0;"AL00";"ALLERGY";7163
29406;0;"AL00";"ALLERGY";7164
29407;0;"AL00";"ALLERGY";7165
29408;0;"AL00";"ALLERGY";7166
29409;0;"AL00";"ALLERGY";7167
29410;0;"AL00";"ALLERGY";7168
29411;0;"AL00";"ALLERGY";7169
29412;0;"AL00";"ALLERGY";7170
29413;0;"AL00";"ALLERGY";7171
29414;0;"AL00";"ALLERGY";7172
29415;0;"AL07";"ALLERGY";7173
29416;0;"AL00";"ALLERGY";7174
29417;0;"AL00";"ALLERGY";7175
29418;0;"AL00";"ALLERGY";7176
29419;0;"AL00";"ALLERGY";7177
29420;0;"AL00";"ALLERGY";7178
29421;0;"AL00";"ALLERGY";7179
29422;0;"AL00";"ALLERGY";7180
29423;0;"AL00";"ALLERGY";7181
29424;0;"AL00";"ALLERGY";7182
29425;0;"AL00";"ALLERGY";7183
29426;0;"AL00";"ALLERGY";7184
29427;0;"AL00";"ALLERGY";7185
29428;0;"AL00";"ALLERGY";7186
29429;0;"AL00";"ALLERGY";7187
29430;0;"AL00";"ALLERGY";7188
29431;0;"AL00";"ALLERGY";7189
29432;0;"AL00";"ALLERGY";7190
29433;0;"AL03";"ALLERGY";7191
29434;0;"AL00";"ALLERGY";7192
29435;0;"AL00";"ALLERGY";7193
29436;0;"AL00";"ALLERGY";7194
29437;0;"AL00";"ALLERGY";7195
29438;0;"AL00";"ALLERGY";7196
29439;0;"AL00";"ALLERGY";7197
29440;0;"AL00";"ALLERGY";7198
29441;0;"AL00";"ALLERGY";7199
29442;0;"AL00";"ALLERGY";7200
29443;0;"AL00";"ALLERGY";7201
29444;0;"AL00";"ALLERGY";7202
29445;0;"AL00";"ALLERGY";7203
29446;0;"AL00";"ALLERGY";7204
29447;0;"AL00";"ALLERGY";7205
29448;0;"AL00";"ALLERGY";7206
29449;0;"AL00";"ALLERGY";7207
29450;0;"AL00";"ALLERGY";7208
29451;0;"AL00";"ALLERGY";7209
29452;0;"AL00";"ALLERGY";7210
29453;0;"AL00";"ALLERGY";7211
29454;0;"AL00";"ALLERGY";7212
29455;0;"AL00";"ALLERGY";7213
29456;0;"AL00";"ALLERGY";7214
29457;0;"AL00";"ALLERGY";7215
29458;0;"AL00";"ALLERGY";7216
29459;0;"AL00";"ALLERGY";7217
29460;0;"AL00";"ALLERGY";7218
29461;0;"AL00";"ALLERGY";7219
29462;0;"AL00";"ALLERGY";7220
29463;0;"AL00";"ALLERGY";7221
29464;0;"AL00";"ALLERGY";7222
29465;0;"AL00";"ALLERGY";7223
29466;0;"AL00";"ALLERGY";7224
29467;0;"AL00";"ALLERGY";7225
29468;0;"AL00";"ALLERGY";7226
29469;0;"AL00";"ALLERGY";7227
29470;0;"AL00";"ALLERGY";7228
29471;0;"AL00";"ALLERGY";7229
29472;0;"AL00";"ALLERGY";7230
29473;0;"AL13";"ALLERGY";7231
29474;0;"AL00";"ALLERGY";7232
29475;0;"AL00";"ALLERGY";7233
29476;0;"AL00";"ALLERGY";7234
29477;0;"AL00";"ALLERGY";7235
29478;0;"AL00";"ALLERGY";7236
29479;0;"AL00";"ALLERGY";7237
29480;0;"AL00";"ALLERGY";7238
29481;0;"AL00";"ALLERGY";7239
29482;0;"AL00";"ALLERGY";7240
29483;0;"AL00";"ALLERGY";7241
29484;0;"AL00";"ALLERGY";7242
29485;0;"AL00";"ALLERGY";7243
29486;0;"AL00";"ALLERGY";7244
29487;0;"AL00";"ALLERGY";7245
29488;0;"AL00";"ALLERGY";7246
29489;0;"AL00";"ALLERGY";7247
29490;0;"AL00";"ALLERGY";7248
29491;0;"AL00";"ALLERGY";7249
29492;0;"AL00";"ALLERGY";7250
29493;0;"AL00";"ALLERGY";7251
29494;0;"AL00";"ALLERGY";7252
29495;0;"AL00";"ALLERGY";7253
29496;0;"AL00";"ALLERGY";7254
29497;0;"AL00";"ALLERGY";7255
29498;0;"AL00";"ALLERGY";7256
29499;0;"AL00";"ALLERGY";7257
29500;0;"AL00";"ALLERGY";7258
29501;0;"AL00";"ALLERGY";7259
29502;0;"AL00";"ALLERGY";7260
29503;0;"AL00";"ALLERGY";7261
29504;0;"AL00";"ALLERGY";7262
29505;0;"AL00";"ALLERGY";7263
29506;0;"AL00";"ALLERGY";7264
29507;0;"AL00";"ALLERGY";7265
29508;0;"AL00";"ALLERGY";7266
29509;0;"AL00";"ALLERGY";7267
29510;0;"AL00";"ALLERGY";7268
29511;0;"AL00";"ALLERGY";7269
29512;0;"AL00";"ALLERGY";7270
29513;0;"AL00";"ALLERGY";7271
29514;0;"AL00";"ALLERGY";7272
29515;0;"AL00";"ALLERGY";7273
29516;0;"AL00";"ALLERGY";7274
29517;0;"AL00";"ALLERGY";7275
29518;0;"AL00";"ALLERGY";7276
29519;0;"AL00";"ALLERGY";7277
29520;0;"AL00";"ALLERGY";7278
29521;0;"AL00";"ALLERGY";7279
29522;0;"AL00";"ALLERGY";7280
29523;0;"AL00";"ALLERGY";7281
29524;0;"AL00";"ALLERGY";7282
29525;0;"AL00";"ALLERGY";7283
29526;0;"AL00";"ALLERGY";7284
29527;0;"AL00";"ALLERGY";7285
29528;0;"AL16";"ALLERGY";7286
29529;0;"AL00";"ALLERGY";7287
29530;0;"AL00";"ALLERGY";7288
29531;0;"AL00";"ALLERGY";7289
29532;0;"AL00";"ALLERGY";7290
29533;0;"AL00";"ALLERGY";7291
29534;0;"AL00";"ALLERGY";7292
29535;0;"AL00";"ALLERGY";7293
29536;0;"AL00";"ALLERGY";7294
29537;0;"AL00";"ALLERGY";7295
29538;0;"AL08";"ALLERGY";7296
29539;0;"AL00";"ALLERGY";7297
29540;0;"AL00";"ALLERGY";7298
29541;0;"AL00";"ALLERGY";7299
29542;0;"AL00";"ALLERGY";7300
29543;0;"AL00";"ALLERGY";7301
29544;0;"AL00";"ALLERGY";7302
29545;0;"AL00";"ALLERGY";7303
29546;0;"AL00";"ALLERGY";7304
29547;0;"AL00";"ALLERGY";7305
29548;0;"AL00";"ALLERGY";7306
29549;0;"AL00";"ALLERGY";7307
29550;0;"AL00";"ALLERGY";7308
29551;0;"AL00";"ALLERGY";7309
29552;0;"AL00";"ALLERGY";7310
29553;0;"AL00";"ALLERGY";7311
29554;0;"AL00";"ALLERGY";7312
29555;0;"AL00";"ALLERGY";7313
29556;0;"AL00";"ALLERGY";7314
29557;0;"AL00";"ALLERGY";7315
29558;0;"AL00";"ALLERGY";7316
29559;0;"AL00";"ALLERGY";7317
29560;0;"AL00";"ALLERGY";7318
29561;0;"AL00";"ALLERGY";7319
29562;0;"AL00";"ALLERGY";7320
29563;0;"AL00";"ALLERGY";7321
29564;0;"AL00";"ALLERGY";7322
29565;0;"AL00";"ALLERGY";7323
29566;0;"AL00";"ALLERGY";7324
29567;0;"AL00";"ALLERGY";7325
29568;0;"AL00";"ALLERGY";7326
29569;0;"AL00";"ALLERGY";7327
29570;0;"AL00";"ALLERGY";7328
29571;0;"AL00";"ALLERGY";7329
29572;0;"AL00";"ALLERGY";7330
29573;0;"AL00";"ALLERGY";7331
29574;0;"AL00";"ALLERGY";7332
29575;0;"AL00";"ALLERGY";7333
29576;0;"AL00";"ALLERGY";7334
29577;0;"AL00";"ALLERGY";7335
29578;0;"AL00";"ALLERGY";7336
29579;0;"AL00";"ALLERGY";7337
29580;0;"AL00";"ALLERGY";7338
29581;0;"AL00";"ALLERGY";7339
29582;0;"AL00";"ALLERGY";7340
29583;0;"AL00";"ALLERGY";7341
29584;0;"AL00";"ALLERGY";7342
29585;0;"AL00";"ALLERGY";7343
29586;0;"AL00";"ALLERGY";7344
29587;0;"AL00";"ALLERGY";7345
29588;0;"AL00";"ALLERGY";7346
29589;0;"AL00";"ALLERGY";7347
29590;0;"AL00";"ALLERGY";7348
29591;0;"AL00";"ALLERGY";7349
29592;0;"AL00";"ALLERGY";7350
29593;0;"AL00";"ALLERGY";7351
29594;0;"AL00";"ALLERGY";7352
29595;0;"AL00";"ALLERGY";7353
29596;0;"AL00";"ALLERGY";7354
29597;0;"AL00";"ALLERGY";7355
29598;0;"AL00";"ALLERGY";7356
29599;0;"AL00";"ALLERGY";7357
29600;0;"AL00";"ALLERGY";7358
29601;0;"AL00";"ALLERGY";7359
29602;0;"AL00";"ALLERGY";7360
29603;0;"AL00";"ALLERGY";7361
29604;0;"AL00";"ALLERGY";7362
29605;0;"AL00";"ALLERGY";7363
29606;0;"AL00";"ALLERGY";7364
29607;0;"AL00";"ALLERGY";7365
29608;0;"AL00";"ALLERGY";7366
29609;0;"AL00";"ALLERGY";7367
29610;0;"AL00";"ALLERGY";7368
29611;0;"AL00";"ALLERGY";7369
29612;0;"AL00";"ALLERGY";7370
29613;0;"AL00";"ALLERGY";7371
29614;0;"AL00";"ALLERGY";7372
29615;0;"AL00";"ALLERGY";7373
29616;0;"AL00";"ALLERGY";7374
29617;0;"AL00";"ALLERGY";7375
29618;0;"AL00";"ALLERGY";7376
29619;0;"AL00";"ALLERGY";7377
29620;0;"AL00";"ALLERGY";7378
29621;0;"AL00";"ALLERGY";7379
29622;0;"AL00";"ALLERGY";7380
29623;0;"AL00";"ALLERGY";7381
29624;0;"AL00";"ALLERGY";7382
29625;0;"AL02";"ALLERGY";7383
29626;0;"AL00";"ALLERGY";7384
29627;0;"AL00";"ALLERGY";7385
29628;0;"AL00";"ALLERGY";7386
29629;0;"AL00";"ALLERGY";7387
29630;0;"AL00";"ALLERGY";7388
29631;0;"AL00";"ALLERGY";7389
29632;0;"AL00";"ALLERGY";7390
29633;0;"AL00";"ALLERGY";7391
29634;0;"AL00";"ALLERGY";7392
29635;0;"AL00";"ALLERGY";7393
29636;0;"AL00";"ALLERGY";7394
29637;0;"AL00";"ALLERGY";7395
29638;0;"AL00";"ALLERGY";7396
29639;0;"AL00";"ALLERGY";7397
29640;0;"AL00";"ALLERGY";7398
29641;0;"AL00";"ALLERGY";7399
29642;0;"AL00";"ALLERGY";7400
29643;0;"AL00";"ALLERGY";7401
29644;0;"AL00";"ALLERGY";7402
29645;0;"AL00";"ALLERGY";7403
29646;0;"AL00";"ALLERGY";7404
29647;0;"AL00";"ALLERGY";7405
29648;0;"AL00";"ALLERGY";7406
29649;0;"AL00";"ALLERGY";7407
29650;0;"AL00";"ALLERGY";7408
29651;0;"AL00";"ALLERGY";7409
29652;0;"AL00";"ALLERGY";7410
29653;0;"AL00";"ALLERGY";7411
29654;0;"AL00";"ALLERGY";7412
29655;0;"AL00";"ALLERGY";7413
29656;0;"AL00";"ALLERGY";7414
29657;0;"AL00";"ALLERGY";7415
29658;0;"AL00";"ALLERGY";7416
29659;0;"AL00";"ALLERGY";7417
29660;0;"AL00";"ALLERGY";7418
29661;0;"AL00";"ALLERGY";7419
29662;0;"AL00";"ALLERGY";7420
29663;0;"AL00";"ALLERGY";7421
29664;0;"AL00";"ALLERGY";7422
29665;0;"AL00";"ALLERGY";7423
29666;0;"AL00";"ALLERGY";7424
29667;0;"AL00";"ALLERGY";7425
29668;0;"AL00";"ALLERGY";7426
29669;0;"AL00";"ALLERGY";7427
29670;0;"AL00";"ALLERGY";7428
29671;0;"AL00";"ALLERGY";7429
29672;0;"AL00";"ALLERGY";7430
29673;0;"AL00";"ALLERGY";7431
29674;0;"AL00";"ALLERGY";7432
29675;0;"AL00";"ALLERGY";7433
29676;0;"AL00";"ALLERGY";7434
29677;0;"AL06";"ALLERGY";7435
29678;0;"AL00";"ALLERGY";7436
29679;0;"AL00";"ALLERGY";7437
29680;0;"AL00";"ALLERGY";7438
29681;0;"AL04";"ALLERGY";7439
29682;0;"AL00";"ALLERGY";7440
29683;0;"AL00";"ALLERGY";7441
29684;0;"AL00";"ALLERGY";7442
29685;0;"AL00";"ALLERGY";7443
29686;0;"AL00";"ALLERGY";7444
29687;0;"AL00";"ALLERGY";7445
29688;0;"AL00";"ALLERGY";7446
29689;0;"AL00";"ALLERGY";7447
29690;0;"AL00";"ALLERGY";7448
29691;0;"AL00";"ALLERGY";7449
